trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
remove_digits__v1__python_opaque,remove_digits__v1,remove_digits,string_filter,1,python_opaque,"Given a string, return a new string with all decimal digits removed.","def zav0(mip0):
    tuk0 = """"
    for qel0 in mip0:
        if not qel0.isdigit():
            tuk0 += qel0
    return tuk0",False,18,45,44,True,0.23760326741140994,0.003851798363029957,0.2715256972302874,0.004006627597846091,0.2909282781649669,0.9304146278988231,0.9995977282524109,0.9961451373317025,2.634656526863852,1.0,0.7954545454545454,0.7045454545454546,1.0,0.0,0.0
flatten_pairs__v3__controlled_nl,flatten_pairs__v3,flatten_pairs,flatten_one_level,3,controlled_nl,"Given a list of two-element pairs, flatten the pairs into one list in pair order.","PROCEDURE flatten_pairs INPUT entry:
SET x TO [].
FOR EACH element IN entry:
    EXECUTE x.append(element[0]).
    EXECUTE x.append(element[1]).
RETURN x",False,22,38,37,True,0.6850840317163946,0.32834571599960327,0.7851847489923908,0.32943299412727356,0.6948886037716774,0.7698147997662828,0.9032670259475708,0.9857261712486679,2.727826987010016,1.0,0.5135135135135135,0.3783783783783784,1.0,0.0,0.0
chunks_pairs__v1__nl_exp7_anchor,chunks_pairs__v1,chunks_pairs,chunking,1,nl_exp7_anchor,"Given a list, split it into consecutive chunks containing at most two elements.",Create an empty result list. Move a starting index through the input two positions at a time. Append the slice containing that position and the next one if present. Return the result.,False,19,36,35,True,0.754260562795181,0.6190287470817566,0.8060276829005618,0.6310589909553528,,0.757447521175657,0.8422179818153381,0.9930769886289325,3.030832566960557,2.0,0.45714285714285713,0.11428571428571428,,,
count_even_digits__v1__procedural_prose,count_even_digits__v1,count_even_digits,digit_count,1,procedural_prose,"Given a positive integer, count how many of its decimal digits are even.","Define a procedure named count_even_digits that receives number.
Set count to 0.
While number is greater than 0, do the following.
    Set digit to (number % 10).
    If (digit % 2) equals 0, do the following.
        Increase count by 1.
    Update number to number // 10.
Return count.",False,19,76,75,True,0.3783402481430285,0.1186334639787674,0.3856367453208001,0.11947225779294968,0.4332894510994286,0.8570787680149078,0.9774142503738403,0.9992249822616577,1.7995948756289362,1.0,0.6266666666666667,0.4,1.0,0.0,0.0
contains_target__v3__procedural_prose,contains_target__v3,contains_target,membership_test,3,procedural_prose,"Given a list of values and a target, determine whether the target occurs in the list.","Define a procedure named contains_target that receives x and element.
For each entry in x, do the following.
    If entry equals element, do the following.
        Return true.
Return false.",False,22,39,38,True,0.5586337155270341,0.5198740512132645,0.5806941825032578,0.5360665023326874,0.5547819627402351,0.8123176427263963,0.8569274842739105,0.9974093421509391,3.5993597155027506,2.0,0.4473684210526316,0.18421052631578946,1.0,0.0,0.0
gcd_two__v2__pseudocode,gcd_two__v2,gcd_two,gcd_family,2,pseudocode,"Given two nonnegative integers, compute their greatest common divisor using the Euclidean algorithm.","PROCEDURE gcd_two(item, value)
WHILE value != 0
    (item, value) <- (value, (item % value))
RETURN item",False,21,32,31,True,0.3010086881873547,0.05924167484045029,0.32156207983709995,0.059714917093515396,0.3037279392022128,0.9017436638955147,0.9909194111824036,0.9977512071209569,3.1792799381452315,1.0,0.7096774193548387,0.5161290322580645,1.0,0.0,0.0
count_odd__v3__pseudocode,count_odd__v3,count_odd,parity_count,3,pseudocode,"Given a list of integers, count how many values are odd.","PROCEDURE count_odd(x)
element <- 0
FOR entry IN x
    IF (entry % 2) != 0
        element <- element + 1
RETURN element",False,17,38,37,True,0.3292128596558295,0.05955835431814194,0.3338960782961835,0.06368960440158844,0.32868706317135044,0.8637071976790557,0.9919487237930298,0.9995098871153754,1.9373033454244497,1.0,0.6486486486486487,0.5135135135135135,1.0,0.0,0.0
list_divisors__v3__pseudocode,list_divisors__v3,list_divisors,divisors,3,pseudocode,"Given a positive integer n, return all positive divisors of n in increasing order.","PROCEDURE list_divisors(entry)
x <- []
FOR element IN range(1, (entry + 1))
    IF (entry % element) = 0
        x.append(element)
RETURN x",False,21,41,40,True,0.5548426531395307,0.34881553053855896,0.5851709737158671,0.3788946270942688,0.4470302987244727,0.8026418291032315,0.917331874370575,0.996978847682476,2.636773930918821,1.0,0.525,0.35,1.0,0.0,0.0
ordered_unique_intersection__v1__procedural_prose,ordered_unique_intersection__v1,ordered_unique_intersection,ordered_intersection,1,procedural_prose,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","Define a procedure named ordered_unique_intersection that receives first and second.
Set result to [].
For each value in first, do the following.
    If (value is in second and value is not in result), do the following.
        Append value to result.
Return result.",False,28,55,54,True,0.5129462027285222,0.36540980637073517,0.5319446339394576,0.3665488660335541,0.47552607377079453,0.8189311546308023,0.909204512834549,0.9980122016535865,2.2733422806561774,1.0,0.5185185185185185,0.24074074074074073,1.0,0.0,0.0
count_vowels__v2__pseudocode,count_vowels__v2,count_vowels,char_count,2,pseudocode,"Given a lowercase string, count how many characters are vowels.","PROCEDURE count_vowels(current)
value <- 0
FOR item IN current
    IF item IN 'aeiou'
        value <- value + 1
RETURN value",False,16,36,35,True,0.3080173177269379,0.05844401940703392,0.3159470311052116,0.06152556464076042,0.21373168864712272,0.9040823919432504,0.9904952049255371,0.999222331387656,2.2989747442747137,1.0,0.7428571428571429,0.5142857142857142,1.0,0.0,0.0
least_frequent__v2__nl_exp7_anchor,least_frequent__v2,least_frequent,mode_selection,2,nl_exp7_anchor,"Given a non-empty list, return a value with the lowest occurrence count, choosing the first such value on ties.",Build occurrence counts. Then scan the original list while tracking the best value and lowest count seen. Replace the best only when a strictly lower count is found. Output the best value.,False,27,36,35,True,0.8862531493817057,0.8593617677688599,0.9698958128158536,0.8609055280685425,,0.688970398902893,0.6927446722984314,0.9876966391290937,2.9733992795526447,2.0,0.3142857142857143,0.11428571428571428,,,
matrix_contains__v2__pseudocode,matrix_contains__v2,matrix_contains,matrix_search,2,pseudocode,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.","PROCEDURE matrix_contains(item, current)
FOR value IN item
    FOR output IN value
        IF output = current
            RETURN TRUE
RETURN FALSE",False,22,31,30,True,0.4256013877374547,0.08138572797179222,0.4407767746633908,0.08197484537959099,0.5082270432794758,0.84632002611955,0.9880921840667725,0.998076872030894,4.223425008583937,1.0,0.6666666666666666,0.4666666666666667,1.0,0.0,0.0
clamp_values__v3__python_canonical,clamp_values__v3,clamp_values,bounded_numeric_transform,3,python_canonical,"Given a list of numbers and lower and upper bounds, clamp each value into the inclusive interval.","def clamp_values(n_count, element, x):
    entry = []
    for result in n_count:
        if result < element:
            entry.append(element)
        elif result > x:
            entry.append(x)
        else:
            entry.append(result)
    return entry",False,23,54,53,True,0.3375065069754645,0.030218444764614105,0.35420029943009657,0.03078285977244377,0.4093385021183403,0.8835538350186258,0.9955364465713501,0.9982305596459586,1.9931437040728475,1.0,0.7169811320754716,0.5660377358490566,0.9666666666666667,0.0,0.03333333333333333
merge_sorted_ascending__v2__procedural_prose,merge_sorted_ascending__v2,merge_sorted_ascending,merge_sorted,2,procedural_prose,"Given two lists sorted in ascending order, merge them into one ascending list.","Define a procedure named merge_sorted_ascending that receives current and counter.
Set output to [].
Set item to 0.
Set value to 0.
While (item is less than len(current) and value is less than len(counter)), do the following.
    If current[item] is at most counter[value], do the following.
        Append current[item] to output.
        Increase item by 1.
    Otherwise, do the following.
        Append counter[value] to output.
        Increase value by 1.
Perform output.extend(current[item:]).
Perform output.extend(counter[value:]).
Return output.",False,19,121,120,True,0.4141857188842323,0.1465575098991394,0.45838439479844056,0.1475340947508812,0.4881407694996499,0.8647514787813028,0.9709437191486359,0.9941887602210044,1.9293106692705815,1.0,0.6666666666666666,0.4083333333333333,0.9523809523809523,0.0,0.047619047619047616
contains_target__v2__python_opaque,contains_target__v2,contains_target,membership_test,2,python_opaque,"Given a list of values and a target, determine whether the target occurs in the list.","def zav0(mip0, tuk0):
    for qel0 in mip0:
        if qel0 == tuk0:
            return True
    return False",False,22,38,37,True,0.38860460490104587,0.017364302650094032,0.46832817745541966,0.01780860684812069,0.3337641882739246,0.8756193301162204,0.9976410865783691,0.9896992316117158,2.62967651270624,1.0,0.7297297297297297,0.6216216216216216,1.0,0.0,0.0
contains_target__v2__python_canonical,contains_target__v2,contains_target,membership_test,2,python_canonical,"Given a list of values and a target, determine whether the target occurs in the list.","def contains_target(current, item):
    for value in current:
        if value == item:
            return True
    return False",False,22,26,25,True,0.22241226177553472,0.0034061246551573277,0.2258755197776918,0.0034694259520620108,0.26737807180673673,0.9302960455417633,0.9996629953384399,0.9996698236465454,1.968569384995617,1.0,0.8,0.76,1.0,0.0,0.0
merge_sorted_descending__v2__controlled_nl,merge_sorted_descending__v2,merge_sorted_descending,merge_sorted,2,controlled_nl,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending INPUT current, counter:
SET output TO [].
SET item TO 0.
SET value TO 0.
WHILE (item < len(current) AND value < len(counter)):
    IF current[item] >= counter[value]:
        EXECUTE output.append(current[item]).
        UPDATE item USING + 1.
    ELSE
        EXECUTE output.append(counter[value]).
        UPDATE value USING + 1.
EXECUTE output.extend(current[item:]).
EXECUTE output.extend(counter[value:]).
RETURN output",False,19,104,103,True,0.3063370673660986,0.05767771601676941,0.3203519816034886,0.05770596116781235,0.3282170023726775,0.8967631424514992,0.9906887412071228,0.9985270187692735,2.224602756237787,1.0,0.7184466019417476,0.5048543689320388,0.9852941176470589,0.0,0.014705882352941176
is_prime__v3__python_opaque,is_prime__v3,is_prime,primality,3,python_opaque,"Given an integer n, determine whether it is prime.","def zav0(mip0):
    if mip0 < 2:
        return False
    tuk0 = 2
    while tuk0 * tuk0 <= mip0:
        if mip0 % tuk0 == 0:
            return False
        tuk0 += 1
    return True",False,15,68,67,True,0.19470252078216033,0.006321380380541086,0.24363714419325788,0.00789823941886425,0.24808310737811082,0.9391541142961872,0.9992501139640808,0.9944346671673789,1.3902326395252704,1.0,0.8507462686567164,0.7164179104477612,1.0,0.0,0.0
rotate_left_one__v1__python_canonical,rotate_left_one__v1,rotate_left_one,rotation,1,python_canonical,"Given a non-empty list, rotate it left by one position.","def rotate_left_one(values):
    result = []
    for value in values[1:]:
        result.append(value)
    result.append(values[0])
    return result",False,17,33,32,True,0.2163078708635986,0.005630237283185124,0.22616275301326638,0.005646010860800743,0.3001233334097533,0.9275163691490889,0.9993592202663422,0.9988761376589537,1.0854922664547786,1.0,0.84375,0.6875,1.0,0.0,0.0
lcm_list__v1__controlled_nl,lcm_list__v1,lcm_list,lcm_family,1,controlled_nl,"Given a non-empty list of positive integers, compute the least common multiple of all values.","PROCEDURE lcm_list INPUT values:
SET current TO values[0].
FOR EACH value IN values[1:]:
    SET a TO current.
    SET b TO value.
    WHILE b != 0:
        SET (a, b) TO (b, (a % b)).
    SET current TO ((current // a) * value).
RETURN current",False,22,71,70,True,0.20147133721726668,0.011236554943025112,0.2043185487177425,0.011422790121287107,0.16985115716435442,0.9328619369438717,0.9986587464809418,0.999726561989103,2.900858706528085,1.0,0.8142857142857143,0.6571428571428571,1.0,0.0,0.0
first_even_index__v2__pseudocode,first_even_index__v2,first_even_index,first_match_index,2,pseudocode,"Given a list of integers, return the index of the first even value, or minus one if none exists.","PROCEDURE first_even_index(current)
FOR (item, value) IN enumerate(current)
    IF (value % 2) = 0
        RETURN item
RETURN -1",False,26,36,35,True,0.33531539925222337,0.24076056480407715,0.3446790384178582,0.24510768055915833,0.3671910935755053,0.8911081526960646,0.9458664655685425,0.9991856013025556,2.802367445860682,1.0,0.6857142857142857,0.4,1.0,0.0,0.0
flatten_lists__v3__pseudocode,flatten_lists__v3,flatten_lists,flatten_one_level,3,pseudocode,"Given a list of lists, flatten exactly one level into a single list.","PROCEDURE flatten_lists(entry)
x <- []
FOR element IN entry
    FOR result IN element
        x.append(result)
RETURN x",False,19,27,26,True,0.34540535384146026,0.2238774448633194,0.35219307099648106,0.22399897128343582,0.2703701946327581,0.8922138810157776,0.9514217674732208,0.9994196914709531,3.8385648258349296,1.0,0.5769230769230769,0.34615384615384615,1.0,0.0,0.0
scan_max__v2__procedural_prose,scan_max__v2,scan_max,scan_extremum,2,procedural_prose,"Given a non-empty list of numbers, find the largest value by scanning the list once.","Define a procedure named scan_max that receives current.
Set item to current[0].
For each value in current[1:], do the following.
    If value is greater than item, do the following.
        Set item to value.
Return item.",False,22,50,49,True,0.659817556746076,0.6218338012695312,0.7023450498355135,0.6340367197990417,0.6116645045199052,0.7580218309042405,0.8271313309669495,0.9941228324053238,2.7651233860785713,1.0,0.42857142857142855,0.1836734693877551,1.0,0.0,0.0
